ticker,price_date,close_price,currency,price_source
AAPL,2023-11-21,188.3438,USD,YAHOO
AAPL,2023-11-22,189.0057,USD,YAHOO
AAPL,2023-11-24,187.6818,USD,YAHOO
AAPL,2023-11-27,187.504,USD,YAHOO
AAPL,2023-11-28,188.1067,USD,YAHOO
AAPL,2023-11-29,187.0891,USD,YAHOO
AAPL,2023-11-30,187.6621,USD,YAHOO
AAPL,2023-12-01,188.9366,USD,YAHOO
AAPL,2023-12-04,187.1483,USD,YAHOO
AAPL,2023-12-05,191.0903,USD,YAHOO
AAPL,2023-12-06,190.0036,USD,YAHOO
AAPL,2023-12-07,191.9301,USD,YAHOO
AAPL,2023-12-08,193.3528,USD,YAHOO
AAPL,2023-12-11,190.8532,USD,YAHOO
AAPL,2023-12-12,192.3648,USD,YAHOO
AAPL,2023-12-13,195.5756,USD,YAHOO
AAPL,2023-12-14,195.7238,USD,YAHOO
AAPL,2023-12-15,195.1903,USD,YAHOO
AAPL,2023-12-18,193.5306,USD,YAHOO
AAPL,2023-12-19,194.5679,USD,YAHOO
AAPL,2023-12-20,192.4833,USD,YAHOO
AAPL,2023-12-21,192.3351,USD,YAHOO
AAPL,2023-12-22,191.2681,USD,YAHOO
AAPL,2023-12-26,190.7248,USD,YAHOO
AAPL,2023-12-27,190.8235,USD,YAHOO
AAPL,2023-12-28,191.2484,USD,YAHOO
AAPL,2023-12-29,190.211,USD,YAHOO
AAPL,2024-01-02,183.404,USD,YAHOO
AAPL,2024-01-03,182.0307,USD,YAHOO
AAPL,2024-01-04,179.7189,USD,YAHOO
AAPL,2024-01-05,178.9977,USD,YAHOO
AAPL,2024-01-08,183.325,USD,YAHOO
AAPL,2024-01-09,182.91,USD,YAHOO
AAPL,2024-01-10,183.9474,USD,YAHOO
AAPL,2024-01-11,183.3546,USD,YAHOO
AAPL,2024-01-12,183.6806,USD,YAHOO
AAPL,2024-01-16,181.4182,USD,YAHOO
AAPL,2024-01-17,180.4797,USD,YAHOO
AAPL,2024-01-18,186.358,USD,YAHOO
AAPL,2024-01-19,189.2527,USD,YAHOO
AAPL,2024-01-22,191.5546,USD,YAHOO
AAPL,2024-01-23,192.8291,USD,YAHOO
AAPL,2024-01-24,192.1573,USD,YAHOO
AAPL,2024-01-25,191.8313,USD,YAHOO
AAPL,2024-01-26,190.1024,USD,YAHOO
AAPL,2024-01-29,189.4207,USD,YAHOO
AAPL,2024-01-30,185.7751,USD,YAHOO
AAPL,2024-01-31,182.1789,USD,YAHOO
AAPL,2024-02-01,184.6093,USD,YAHOO
AAPL,2024-02-02,183.6115,USD,YAHOO
AAPL,2024-02-05,185.4194,USD,YAHOO
AAPL,2024-02-06,187.0199,USD,YAHOO
AAPL,2024-02-07,187.1286,USD,YAHOO
AAPL,2024-02-08,186.0518,USD,YAHOO
AAPL,2024-02-09,186.8134,USD,YAHOO
AAPL,2024-02-12,185.1317,USD,YAHOO
AAPL,2024-02-13,183.0445,USD,YAHOO
AAPL,2024-02-14,182.1641,USD,YAHOO
AAPL,2024-02-15,181.8772,USD,YAHOO
AAPL,2024-02-16,180.344,USD,YAHOO
AAPL,2024-02-20,179.602,USD,YAHOO
AAPL,2024-02-21,180.3539,USD,YAHOO
AAPL,2024-02-22,182.3817,USD,YAHOO
AAPL,2024-02-23,180.5517,USD,YAHOO
AAPL,2024-02-26,179.2064,USD,YAHOO
AAPL,2024-02-27,180.6605,USD,YAHOO
AAPL,2024-02-28,179.4635,USD,YAHOO
AAPL,2024-02-29,178.8008,USD,YAHOO
AAPL,2024-03-01,177.7225,USD,YAHOO
AAPL,2024-03-04,173.2117,USD,YAHOO
AAPL,2024-03-05,168.2854,USD,YAHOO
AAPL,2024-03-06,167.2962,USD,YAHOO
AAPL,2024-03-07,167.1775,USD,YAHOO
AAPL,2024-03-08,168.8888,USD,YAHOO
AAPL,2024-03-11,170.8871,USD,YAHOO
AAPL,2024-03-12,171.3619,USD,YAHOO
AAPL,2024-03-13,169.2845,USD,YAHOO
AAPL,2024-03-14,171.1344,USD,YAHOO
AAPL,2024-03-15,170.7585,USD,YAHOO
AAPL,2024-03-18,171.8466,USD,YAHOO
AAPL,2024-03-19,174.1811,USD,YAHOO
AAPL,2024-03-20,176.7432,USD,YAHOO
AAPL,2024-03-21,169.5219,USD,YAHOO
AAPL,2024-03-22,170.4221,USD,YAHOO
AAPL,2024-03-25,169.0075,USD,YAHOO
AAPL,2024-03-26,167.8798,USD,YAHOO
AAPL,2024-03-27,171.441,USD,YAHOO
AAPL,2024-03-28,169.6307,USD,YAHOO
AAPL,2024-04-01,168.1964,USD,YAHOO
AAPL,2024-04-02,167.0192,USD,YAHOO
AAPL,2024-04-03,167.8205,USD,YAHOO
AAPL,2024-04-04,166.9994,USD,YAHOO
AAPL,2024-04-05,167.7512,USD,YAHOO
AAPL,2024-04-08,166.6334,USD,YAHOO
AAPL,2024-04-09,167.8403,USD,YAHOO
AAPL,2024-04-10,165.9706,USD,YAHOO
AAPL,2024-04-11,173.1524,USD,YAHOO
AAPL,2024-04-12,174.6461,USD,YAHOO
AAPL,2024-04-15,170.8277,USD,YAHOO
AAPL,2024-04-16,167.5534,USD,YAHOO
AAPL,2024-04-17,166.1883,USD,YAHOO
AAPL,2024-04-18,165.2386,USD,YAHOO
AAPL,2024-04-19,163.2206,USD,YAHOO
AAPL,2024-04-22,164.0516,USD,YAHOO
AAPL,2024-04-23,165.1001,USD,YAHOO
AAPL,2024-04-24,167.1973,USD,YAHOO
AAPL,2024-04-25,168.0579,USD,YAHOO
AAPL,2024-04-26,167.4743,USD,YAHOO
AAPL,2024-04-29,171.6289,USD,YAHOO
AAPL,2024-04-30,168.4932,USD,YAHOO
AAPL,2024-05-01,167.4743,USD,YAHOO
AAPL,2024-05-02,171.164,USD,YAHOO
AAPL,2024-05-03,181.4024,USD,YAHOO
AAPL,2024-05-06,179.7504,USD,YAHOO
AAPL,2024-05-07,180.433,USD,YAHOO
AAPL,2024-05-08,180.7693,USD,YAHOO
AAPL,2024-05-09,182.5796,USD,YAHOO
AAPL,2024-05-10,181.3216,USD,YAHOO
AAPL,2024-05-13,184.5211,USD,YAHOO
AAPL,2024-05-14,185.6602,USD,YAHOO
AAPL,2024-05-15,187.9286,USD,YAHOO
AAPL,2024-05-16,188.0474,USD,YAHOO
AAPL,2024-05-17,188.0772,USD,YAHOO
AAPL,2024-05-20,189.2361,USD,YAHOO
AAPL,2024-05-21,190.5338,USD,YAHOO
AAPL,2024-05-22,189.0975,USD,YAHOO
AAPL,2024-05-23,185.1154,USD,YAHOO
AAPL,2024-05-24,188.1861,USD,YAHOO
AAPL,2024-05-28,188.196,USD,YAHOO
AAPL,2024-05-29,188.4932,USD,YAHOO
AAPL,2024-05-30,189.4838,USD,YAHOO
AAPL,2024-05-31,190.4347,USD,YAHOO
AAPL,2024-06-03,192.1979,USD,YAHOO
AAPL,2024-06-04,192.5149,USD,YAHOO
AAPL,2024-06-05,194.0205,USD,YAHOO
AAPL,2024-06-06,192.6437,USD,YAHOO
AAPL,2024-06-07,195.0309,USD,YAHOO
AAPL,2024-06-10,191.2965,USD,YAHOO
AAPL,2024-06-11,205.194,USD,YAHOO
AAPL,2024-06-12,211.0581,USD,YAHOO
AAPL,2024-06-13,212.2171,USD,YAHOO
AAPL,2024-06-14,210.4836,USD,YAHOO
AAPL,2024-06-17,214.6241,USD,YAHOO
AAPL,2024-06-18,212.2666,USD,YAHOO
AAPL,2024-06-20,207.7001,USD,YAHOO
AAPL,2024-06-21,205.5308,USD,YAHOO
AAPL,2024-06-24,206.1747,USD,YAHOO
AAPL,2024-06-25,207.0959,USD,YAHOO
AAPL,2024-06-26,211.2364,USD,YAHOO
AAPL,2024-06-27,212.0784,USD,YAHOO
AAPL,2024-06-28,208.6312,USD,YAHOO
AAPL,2024-07-01,214.7034,USD,YAHOO
AAPL,2024-07-02,218.1901,USD,YAHOO
AAPL,2024-07-03,219.4581,USD,YAHOO
AAPL,2024-07-05,224.2028,USD,YAHOO
AAPL,2024-07-08,225.6688,USD,YAHOO
AAPL,2024-07-09,226.5207,USD,YAHOO
AAPL,2024-07-10,230.7801,USD,YAHOO
AAPL,2024-07-11,225.4212,USD,YAHOO
AAPL,2024-07-12,228.3632,USD,YAHOO
AAPL,2024-07-15,232.1867,USD,YAHOO
AAPL,2024-07-16,232.6027,USD,YAHOO
AAPL,2024-07-17,226.7188,USD,YAHOO
AAPL,2024-07-18,222.0632,USD,YAHOO
AAPL,2024-07-19,222.192,USD,YAHOO
AAPL,2024-07-22,221.8453,USD,YAHOO
AAPL,2024-07-23,222.8854,USD,YAHOO
AAPL,2024-07-24,216.4765,USD,YAHOO
AAPL,2024-07-25,215.4364,USD,YAHOO
AAPL,2024-07-26,215.902,USD,YAHOO
AAPL,2024-07-29,216.1793,USD,YAHOO
AAPL,2024-07-30,216.734,USD,YAHOO
AAPL,2024-07-31,219.983,USD,YAHOO
AAPL,2024-08-01,216.2981,USD,YAHOO
AAPL,2024-08-02,217.784,USD,YAHOO
AAPL,2024-08-05,207.294,USD,YAHOO
AAPL,2024-08-06,205.2732,USD,YAHOO
AAPL,2024-08-07,207.8388,USD,YAHOO
AAPL,2024-08-08,211.2959,USD,YAHOO
AAPL,2024-08-09,214.1982,USD,YAHOO
AAPL,2024-08-12,215.7254,USD,YAHOO
AAPL,2024-08-13,219.4344,USD,YAHOO
AAPL,2024-08-14,219.8806,USD,YAHOO
AAPL,2024-08-15,222.8558,USD,YAHOO
AAPL,2024-08-16,224.1748,USD,YAHOO
AAPL,2024-08-19,224.0161,USD,YAHOO
AAPL,2024-08-20,224.6309,USD,YAHOO
AAPL,2024-08-21,224.5218,USD,YAHOO
AAPL,2024-08-22,222.6673,USD,YAHOO
AAPL,2024-08-23,224.9582,USD,YAHOO
AAPL,2024-08-26,225.2953,USD,YAHOO
AAPL,2024-08-27,226.1383,USD,YAHOO
AAPL,2024-08-28,224.6111,USD,YAHOO
AAPL,2024-08-29,227.8837,USD,YAHOO
AAPL,2024-08-30,227.1003,USD,YAHOO
AAPL,2024-09-03,220.922,USD,YAHOO
AAPL,2024-09-04,219.0179,USD,YAHOO
AAPL,2024-09-05,220.5352,USD,YAHOO
AAPL,2024-09-06,218.9881,USD,YAHOO
AAPL,2024-09-09,219.0774,USD,YAHOO
AAPL,2024-09-10,218.284,USD,YAHOO
AAPL,2024-09-11,220.8129,USD,YAHOO
AAPL,2024-09-12,220.922,USD,YAHOO
AAPL,2024-09-13,220.6542,USD,YAHOO
AAPL,2024-09-16,214.5255,USD,YAHOO
AAPL,2024-09-17,214.9916,USD,YAHOO
AAPL,2024-09-18,218.8592,USD,YAHOO
AAPL,2024-09-19,226.9713,USD,YAHOO
AAPL,2024-09-20,226.3069,USD,YAHOO
AAPL,2024-09-23,224.5912,USD,YAHOO
AAPL,2024-09-24,225.4838,USD,YAHOO
AAPL,2024-09-25,224.4921,USD,YAHOO
AAPL,2024-09-26,225.6325,USD,YAHOO
AAPL,2024-09-27,225.9003,USD,YAHOO
AAPL,2024-09-30,231.0671,USD,YAHOO
AAPL,2024-10-01,224.3334,USD,YAHOO
AAPL,2024-10-02,224.8987,USD,YAHOO
AAPL,2024-10-03,223.7979,USD,YAHOO
AAPL,2024-10-04,224.9185,USD,YAHOO
AAPL,2024-10-07,219.8509,USD,YAHOO
AAPL,2024-10-08,223.897,USD,YAHOO
AAPL,2024-10-09,227.6358,USD,YAHOO
AAPL,2024-10-10,227.1399,USD,YAHOO
AAPL,2024-10-11,225.6623,USD,YAHOO
AAPL,2024-10-14,229.3812,USD,YAHOO
AAPL,2024-10-15,231.91,USD,YAHOO
AAPL,2024-10-16,229.8572,USD,YAHOO
AAPL,2024-10-17,230.2241,USD,YAHOO
AAPL,2024-10-18,233.0505,USD,YAHOO
AAPL,2024-10-21,234.5182,USD,YAHOO
AAPL,2024-10-22,233.9034,USD,YAHOO
AAPL,2024-10-23,228.8457,USD,YAHOO
AAPL,2024-10-24,228.6572,USD,YAHOO
AAPL,2024-10-25,229.4903,USD,YAHOO
AAPL,2024-10-28,231.4638,USD,YAHOO
AAPL,2024-10-29,231.7315,USD,YAHOO
AAPL,2024-10-30,228.1911,USD,YAHOO
AAPL,2024-10-31,224.0359,USD,YAHOO
AAPL,2024-11-01,221.0608,USD,YAHOO
AAPL,2024-11-04,220.1682,USD,YAHOO
AAPL,2024-11-05,221.5963,USD,YAHOO
AAPL,2024-11-06,220.8724,USD,YAHOO
AAPL,2024-11-07,225.5929,USD,YAHOO
AAPL,2024-11-08,225.3248,USD,YAHOO
AAPL,2024-11-11,222.6145,USD,YAHOO
AAPL,2024-11-12,222.6145,USD,YAHOO
AAPL,2024-11-13,223.4981,USD,YAHOO
AAPL,2024-11-14,226.5757,USD,YAHOO
AAPL,2024-11-15,223.3789,USD,YAHOO
AAPL,2024-11-18,226.3772,USD,YAHOO
AAPL,2024-11-19,226.6353,USD,YAHOO
AAPL,2024-11-20,227.3501,USD,YAHOO
AAPL,2024-11-21,226.8736,USD,YAHOO
AAPL,2024-11-22,228.2138,USD,YAHOO
AAPL,2024-11-25,231.1922,USD,YAHOO
AAPL,2024-11-26,233.3664,USD,YAHOO
AAPL,2024-11-27,233.2374,USD,YAHOO
AAPL,2024-11-29,235.6201,USD,YAHOO
AAPL,2024-12-02,237.8638,USD,YAHOO
AAPL,2024-12-03,240.9018,USD,YAHOO
AAPL,2024-12-04,241.2592,USD,YAHOO
AAPL,2024-12-05,241.2889,USD,YAHOO
AAPL,2024-12-06,241.0904,USD,YAHOO
AAPL,2024-12-09,244.9722,USD,YAHOO
AAPL,2024-12-10,245.9849,USD,YAHOO
AAPL,2024-12-11,244.7141,USD,YAHOO
AAPL,2024-12-12,246.1735,USD,YAHOO
AAPL,2024-12-13,246.3423,USD,YAHOO
AAPL,2024-12-16,249.2313,USD,YAHOO
AAPL,2024-12-17,251.6537,USD,YAHOO
AAPL,2024-12-18,246.2629,USD,YAHOO
AAPL,2024-12-19,247.9903,USD,YAHOO
AAPL,2024-12-20,252.6565,USD,YAHOO
AAPL,2024-12-23,253.4309,USD,YAHOO
AAPL,2024-12-24,256.3398,USD,YAHOO
AAPL,2024-12-26,257.1538,USD,YAHOO
AAPL,2024-12-27,253.7486,USD,YAHOO
AAPL,2024-12-30,250.383,USD,YAHOO
AAPL,2024-12-31,248.6158,USD,YAHOO
AAPL,2025-01-02,242.0931,USD,YAHOO
AAPL,2025-01-03,241.6066,USD,YAHOO
AAPL,2025-01-06,243.2348,USD,YAHOO
AAPL,2025-01-07,240.465,USD,YAHOO
AAPL,2025-01-08,240.9514,USD,YAHOO
AAPL,2025-01-10,235.1436,USD,YAHOO
AAPL,2025-01-13,232.7112,USD,YAHOO
AAPL,2025-01-14,231.5993,USD,YAHOO
AAPL,2025-01-15,236.1562,USD,YAHOO
AAPL,2025-01-16,226.6155,USD,YAHOO
AAPL,2025-01-17,228.323,USD,YAHOO
AAPL,2025-01-21,221.0359,USD,YAHOO
AAPL,2025-01-22,222.2173,USD,YAHOO
AAPL,2025-01-23,222.0486,USD,YAHOO
AAPL,2025-01-24,221.1749,USD,YAHOO
AAPL,2025-01-27,228.2039,USD,YAHOO
AAPL,2025-01-28,236.5434,USD,YAHOO
AAPL,2025-01-29,237.6355,USD,YAHOO
AAPL,2025-01-30,235.8782,USD,YAHOO
AAPL,2025-01-31,234.2997,USD,YAHOO
AAPL,2025-02-03,226.3672,USD,YAHOO
AAPL,2025-02-04,231.1227,USD,YAHOO
AAPL,2025-02-05,230.7951,USD,YAHOO
AAPL,2025-02-06,231.5397,USD,YAHOO
AAPL,2025-02-07,225.99,USD,YAHOO
AAPL,2025-02-10,226.2583,USD,YAHOO
AAPL,2025-02-11,231.198,USD,YAHOO
AAPL,2025-02-12,235.422,USD,YAHOO
AAPL,2025-02-13,240.0535,USD,YAHOO
AAPL,2025-02-14,243.1047,USD,YAHOO
AAPL,2025-02-18,242.9755,USD,YAHOO
AAPL,2025-02-19,243.373,USD,YAHOO
AAPL,2025-02-20,244.3272,USD,YAHOO
AAPL,2025-02-21,244.0489,USD,YAHOO
AAPL,2025-02-24,245.5894,USD,YAHOO
AAPL,2025-02-25,245.5298,USD,YAHOO
AAPL,2025-02-26,238.8907,USD,YAHOO
AAPL,2025-02-27,235.8493,USD,YAHOO
AAPL,2025-02-28,240.3616,USD,YAHOO
AAPL,2025-03-03,236.5749,USD,YAHOO
AAPL,2025-03-04,234.4877,USD,YAHOO
AAPL,2025-03-05,234.2989,USD,YAHOO
AAPL,2025-03-06,233.8914,USD,YAHOO
AAPL,2025-03-07,237.6085,USD,YAHOO
AAPL,2025-03-10,226.0894,USD,YAHOO
AAPL,2025-03-11,219.49,USD,YAHOO
AAPL,2025-03-12,215.6536,USD,YAHOO
AAPL,2025-03-13,208.3982,USD,YAHOO
AAPL,2025-03-14,212.1849,USD,YAHOO
AAPL,2025-03-17,212.6918,USD,YAHOO
AAPL,2025-03-18,211.3898,USD,YAHOO
AAPL,2025-03-19,213.9242,USD,YAHOO
AAPL,2025-03-20,212.7912,USD,YAHOO
AAPL,2025-03-21,216.9357,USD,YAHOO
AAPL,2025-03-24,219.3806,USD,YAHOO
AAPL,2025-03-25,222.3822,USD,YAHOO
AAPL,2025-03-26,220.1758,USD,YAHOO
AAPL,2025-03-27,222.4816,USD,YAHOO
AAPL,2025-03-28,216.5679,USD,YAHOO
AAPL,2025-03-31,220.7721,USD,YAHOO
AAPL,2025-04-01,221.8256,USD,YAHOO
AAPL,2025-04-02,222.5213,USD,YAHOO
AAPL,2025-04-03,201.9479,USD,YAHOO
AAPL,2025-04-04,187.2284,USD,YAHOO
AAPL,2025-04-07,180.3507,USD,YAHOO
AAPL,2025-04-08,171.366,USD,YAHOO
AAPL,2025-04-09,197.6344,USD,YAHOO
AAPL,2025-04-10,189.2559,USD,YAHOO
AAPL,2025-04-11,196.9387,USD,YAHOO
AAPL,2025-04-14,201.282,USD,YAHOO
AAPL,2025-04-15,200.9043,USD,YAHOO
AAPL,2025-04-16,193.0824,USD,YAHOO
AAPL,2025-04-17,195.7758,USD,YAHOO
AAPL,2025-04-21,191.9792,USD,YAHOO
AAPL,2025-04-22,198.519,USD,YAHOO
AAPL,2025-04-23,203.3493,USD,YAHOO
AAPL,2025-04-24,207.0962,USD,YAHOO
AAPL,2025-04-25,208.0006,USD,YAHOO
AAPL,2025-04-28,208.8554,USD,YAHOO
AAPL,2025-04-29,209.9188,USD,YAHOO
AAPL,2025-04-30,211.201,USD,YAHOO
AAPL,2025-05-01,212.0159,USD,YAHOO
AAPL,2025-05-02,204.0947,USD,YAHOO
AAPL,2025-05-05,197.6741,USD,YAHOO
AAPL,2025-05-06,197.2965,USD,YAHOO
AAPL,2025-05-07,195.0503,USD,YAHOO
AAPL,2025-05-08,196.2827,USD,YAHOO
AAPL,2025-05-09,197.3163,USD,YAHOO
AAPL,2025-05-12,209.7761,USD,YAHOO
AAPL,2025-05-13,211.9059,USD,YAHOO
AAPL,2025-05-14,211.3087,USD,YAHOO
AAPL,2025-05-15,210.433,USD,YAHOO
AAPL,2025-05-16,210.2439,USD,YAHOO
AAPL,2025-05-19,207.7758,USD,YAHOO
AAPL,2025-05-20,205.865,USD,YAHOO
AAPL,2025-05-21,201.118,USD,YAHOO
AAPL,2025-05-22,200.3915,USD,YAHOO
AAPL,2025-05-23,194.3308,USD,YAHOO
AAPL,2025-05-27,199.2471,USD,YAHOO
AAPL,2025-05-28,199.456,USD,YAHOO
AAPL,2025-05-29,198.9883,USD,YAHOO
AAPL,2025-05-30,199.8839,USD,YAHOO
AAPL,2025-06-02,200.7298,USD,YAHOO
AAPL,2025-06-03,202.2923,USD,YAHOO
AAPL,2025-06-04,201.8445,USD,YAHOO
AAPL,2025-06-05,199.665,USD,YAHOO
AAPL,2025-06-06,202.9392,USD,YAHOO
AAPL,2025-06-09,200.4811,USD,YAHOO
AAPL,2025-06-10,201.6952,USD,YAHOO
AAPL,2025-06-11,197.8239,USD,YAHOO
AAPL,2025-06-12,198.2419,USD,YAHOO
AAPL,2025-06-13,195.5051,USD,YAHOO
AAPL,2025-06-16,197.4656,USD,YAHOO
AAPL,2025-06-17,194.699,USD,YAHOO
AAPL,2025-06-18,195.6345,USD,YAHOO
AAPL,2025-06-20,200.0332,USD,YAHOO
AAPL,2025-06-23,200.5308,USD,YAHOO
AAPL,2025-06-24,199.3366,USD,YAHOO
AAPL,2025-06-25,200.5905,USD,YAHOO
AAPL,2025-06-26,200.0332,USD,YAHOO
AAPL,2025-06-27,200.1128,USD,YAHOO
AAPL,2025-06-30,204.1832,USD,YAHOO
AAPL,2025-07-01,206.8204,USD,YAHOO
AAPL,2025-07-02,211.4182,USD,YAHOO
AAPL,2025-07-03,212.5229,USD,YAHOO
AAPL,2025-07-07,208.9402,USD,YAHOO
AAPL,2025-07-08,208.9999,USD,YAHOO
AAPL,2025-07-09,210.1245,USD,YAHOO
AAPL,2025-07-10,211.3884,USD,YAHOO
AAPL,2025-07-11,210.1444,USD,YAHOO
AAPL,2025-07-14,207.6166,USD,YAHOO
AAPL,2025-07-15,208.1042,USD,YAHOO
AAPL,2025-07-16,209.1492,USD,YAHOO
AAPL,2025-07-17,209.0098,USD,YAHOO
AAPL,2025-07-18,210.1643,USD,YAHOO
AAPL,2025-07-21,211.458,USD,YAHOO
AAPL,2025-07-22,213.3688,USD,YAHOO
AAPL,2025-07-23,213.12,USD,YAHOO
AAPL,2025-07-24,212.7319,USD,YAHOO
AAPL,2025-07-25,212.8513,USD,YAHOO
AAPL,2025-07-28,213.0205,USD,YAHOO
AAPL,2025-07-29,210.2538,USD,YAHOO
AAPL,2025-07-30,208.0445,USD,YAHOO
AAPL,2025-07-31,206.5716,USD,YAHOO
AAPL,2025-08-01,201.4066,USD,YAHOO
AAPL,2025-08-04,202.3719,USD,YAHOO
AAPL,2025-08-05,201.944,USD,YAHOO
AAPL,2025-08-06,212.2243,USD,YAHOO
AAPL,2025-08-07,218.9717,USD,YAHOO
AAPL,2025-08-08,228.2469,USD,YAHOO
AAPL,2025-08-11,226.3439,USD,YAHOO
AAPL,2025-08-12,228.8048,USD,YAHOO
AAPL,2025-08-13,232.4713,USD,YAHOO
AAPL,2025-08-14,231.9233,USD,YAHOO
AAPL,2025-08-15,230.7376,USD,YAHOO
AAPL,2025-08-18,230.0402,USD,YAHOO
AAPL,2025-08-19,229.7114,USD,YAHOO
AAPL,2025-08-20,225.1782,USD,YAHOO
AAPL,2025-08-21,224.0723,USD,YAHOO
AAPL,2025-08-22,226.9217,USD,YAHOO
AAPL,2025-08-25,226.324,USD,YAHOO
AAPL,2025-08-26,228.466,USD,YAHOO
AAPL,2025-08-27,229.6417,USD,YAHOO
AAPL,2025-08-28,231.7041,USD,YAHOO
AAPL,2025-08-29,231.2856,USD,YAHOO
AAPL,2025-09-02,228.8746,USD,YAHOO
AAPL,2025-09-03,237.5923,USD,YAHOO
AAPL,2025-09-04,238.8975,USD,YAHOO
AAPL,2025-09-05,238.8078,USD,YAHOO
AAPL,2025-09-08,237.0045,USD,YAHOO
AAPL,2025-09-09,233.4875,USD,YAHOO
AAPL,2025-09-10,225.9553,USD,YAHOO
AAPL,2025-09-11,229.1834,USD,YAHOO
AAPL,2025-09-12,233.2085,USD,YAHOO
AAPL,2025-09-15,235.8288,USD,YAHOO
AAPL,2025-09-16,237.2735,USD,YAHOO
AAPL,2025-09-17,238.1104,USD,YAHOO
AAPL,2025-09-18,237.0045,USD,YAHOO
AAPL,2025-09-19,244.5965,USD,YAHOO
AAPL,2025-09-22,255.1375,USD,YAHOO
AAPL,2025-09-23,253.4936,USD,YAHOO
AAPL,2025-09-24,251.3814,USD,YAHOO
AAPL,2025-09-25,255.9246,USD,YAHOO
AAPL,2025-09-26,254.5198,USD,YAHOO
AAPL,2025-09-29,253.4936,USD,YAHOO
AAPL,2025-09-30,253.6929,USD,YAHOO
AAPL,2025-10-01,254.5098,USD,YAHOO
AAPL,2025-10-02,256.1837,USD,YAHOO
AAPL,2025-10-03,257.0704,USD,YAHOO
AAPL,2025-10-06,255.7453,USD,YAHOO
AAPL,2025-10-07,255.5361,USD,YAHOO
AAPL,2025-10-08,257.1103,USD,YAHOO
AAPL,2025-10-09,253.105,USD,YAHOO
AAPL,2025-10-10,244.3673,USD,YAHOO
AAPL,2025-10-13,246.7485,USD,YAHOO
AAPL,2025-10-14,246.8581,USD,YAHOO
AAPL,2025-10-15,248.4223,USD,YAHOO
AAPL,2025-10-16,246.5393,USD,YAHOO
AAPL,2025-10-17,251.3615,USD,YAHOO
AAPL,2025-10-20,261.2748,USD,YAHOO
AAPL,2025-10-21,261.8029,USD,YAHOO
AAPL,2025-10-22,257.4988,USD,YAHOO
AAPL,2025-10-23,258.6246,USD,YAHOO
AAPL,2025-10-24,261.8527,USD,YAHOO
AAPL,2025-10-27,267.8206,USD,YAHOO
AAPL,2025-10-28,268.0099,USD,YAHOO
AAPL,2025-10-29,268.7074,USD,YAHOO
AAPL,2025-10-30,270.4011,USD,YAHOO
AAPL,2025-10-31,269.3749,USD,YAHOO
AAPL,2025-11-03,268.0598,USD,YAHOO
AAPL,2025-11-04,269.0461,USD,YAHOO
AAPL,2025-11-05,269.1458,USD,YAHOO
